Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2012,2012,%,9.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2013,2013,%,9.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2014,2014,%,9.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2015,2015,%,9.4,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20002002,2000-2002,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20012003,2001-2003,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20022004,2002-2004,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20032005,2003-2005,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20042006,2004-2006,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20052007,2005-2007,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20062008,2006-2008,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20072009,2007-2009,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20082010,2008-2010,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20092011,2009-2011,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20102012,2010-2012,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20112013,2011-2013,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20122014,2012-2014,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20132015,2013-2015,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20142016,2014-2016,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20152017,2015-2017,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20162018,2016-2018,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20172019,2017-2019,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,%,2.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20142016,2014-2016,%,10.5,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20152017,2015-2017,%,9.8,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20162018,2016-2018,%,8.9,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,%,8.4,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,%,8,F,FAO estimate,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2000,2000,%,0.5,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2002,2002,%,0.3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2004,2004,%,0.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2006,2006,%,0.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2008,2008,%,0.6,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2010,2010,%,0.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2012,2012,%,0.3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2014,2014,%,0.3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2016,2016,%,0.4,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2018,2018,%,0.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2000,2000,%,3.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2001,2001,%,3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2002,2002,%,2.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2003,2003,%,2.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2004,2004,%,2.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2005,2005,%,2.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2006,2006,%,2.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2007,2007,%,2.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2008,2008,%,2.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2009,2009,%,2.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2010,2010,%,2.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2011,2011,%,2.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2012,2012,%,2.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,%,2.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2014,2014,%,2.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,2015,%,2.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,2016,%,2.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,2017,%,3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,2018,%,3.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,%,3.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,2020,%,3.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2000,2000,%,7.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2001,2001,%,7.3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2002,2002,%,7.5,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2003,2003,%,7.6,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2004,2004,%,7.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2005,2005,%,7.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2006,2006,%,7.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2007,2007,%,7.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2008,2008,%,8.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2009,2009,%,8.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2010,2010,%,8.4,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2011,2011,%,8.5,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2012,2012,%,8.6,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2013,2013,%,8.6,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2014,2014,%,8.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2015,2015,%,8.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2016,2016,%,8.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2017,2017,%,8.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2018,2018,%,8.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2019,2019,%,8.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2020,2020,%,8.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2000,2000,%,25.5,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2001,2001,%,26.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2002,2002,%,26.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2003,2003,%,27.6,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2004,2004,%,28.3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2005,2005,%,29,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2006,2006,%,29.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2007,2007,%,30.3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2008,2008,%,31,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2009,2009,%,31.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2010,2010,%,32.3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2011,2011,%,33,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2012,2012,%,33.6,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2013,2013,%,34.3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2014,2014,%,34.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2015,2015,%,35.6,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2016,2016,%,36.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2000,2000,%,7.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2001,2001,%,7.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2002,2002,%,7.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2003,2003,%,7.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2004,2004,%,7.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2005,2005,%,8.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2006,2006,%,8.4,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2007,2007,%,8.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2008,2008,%,8.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2009,2009,%,9.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2010,2010,%,9.5,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2011,2011,%,9.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2012,2012,%,10,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2013,2013,%,10.3,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2014,2014,%,10.5,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2015,2015,%,10.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2016,2016,%,11,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2017,2017,%,11.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2018,2018,%,11.5,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2019,2019,%,11.8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2000,2000,%,7.5,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2001,2001,%,7.7,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2002,2002,%,7.9,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2003,2003,%,8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2004,2004,%,8.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2005,2005,%,8.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2006,2006,%,8.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2007,2007,%,8.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2008,2008,%,8.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2009,2009,%,8.2,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2010,2010,%,8.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2011,2011,%,8.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2012,2012,%,8.1,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2013,2013,%,8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2014,2014,%,8,X,International reliable sources,
FS,Suite of Food Security Indicators,231,United States of America,6121,Value,21049,Prevalence of low birthweight (percent),2015,2015,%,8,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20142016,2014-2016,%,64.7,F,FAO estimate,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20152017,2015-2017,%,66.7,F,FAO estimate,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20162018,2016-2018,%,67,F,FAO estimate,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,%,66.7,F,FAO estimate,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,%,69.8,F,FAO estimate,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2005,2005,%,7.2,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2009,2009,%,2.4,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2010,2010,%,3.2,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2014,2014,%,3.2,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2015,2015,%,3.3,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,%,2.9,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2000,2000,%,32.4,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2001,2001,%,33,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2002,2002,%,33.6,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2003,2003,%,34.1,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2004,2004,%,34.5,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2005,2005,%,34.6,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2006,2006,%,34.6,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2007,2007,%,34.4,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2008,2008,%,34.4,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2009,2009,%,34.2,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2010,2010,%,33.7,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2011,2011,%,32.8,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2012,2012,%,31.4,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,%,29.7,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2014,2014,%,28.2,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,2015,%,26.8,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,2016,%,25.8,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,2017,%,24.9,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,2018,%,24.2,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,%,23.5,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,2020,%,23,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2000,2000,%,7.5,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2001,2001,%,7.3,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2002,2002,%,7.2,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2003,2003,%,6.9,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2004,2004,%,6.7,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2005,2005,%,6.5,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2006,2006,%,6.2,X,International reliable sources,
FS,Suite of Food Security Indicators,181,Zimbabwe,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2007,2007,%,5.9,X,International reliable sources,
